 Nome ,Idade,CIDADE,Data Admissão,salario (R$),Estado-civil,Cargo ,Telefone
Carla Oliveira,29.0,Rio De Janeiro,29/03/2020,1673.4,viuvo,cientista de dados,nan
  HEITOR RODRIGUES  ,33.0,manaus,04/01/2019,3019.01,casado,gestor,nan
Otavio Lima,45.0,recife,23/03/2024,3387.39,solteiro,desenvolvedor,nan
Paula Pereira,40.0,belo  horizonte,01/04/2025,2238.82,casado,engenheiro de dados,nan
Fabio Silva,32.0,Rio De Janeiro,27/07/2025,4321.18,solteiro,gestor,nan
Iris Lima,30.0,belo  horizonte,02/03/2021,5443.37,viuvo,engenheiro de dados,nan
  YASMIN RODRIGUES  ,22.0,belo  horizonte,07/08/2018,1151.02,solteiro,desenvolvedor,nan
Joao Pereira,42.0,manaus,14/09/2016,3645.01,viuvo,estagiario,nan
Yasmin Santos,29.0,salvador,26/05/2017,3032.54,divorciado,estagiario,(11) 91274-4167
Nina Ferreira,45.0,sao paulo,19/04/2023,,divorciado,analista,nan
Heitor Carvalho,38.0,curitiba,31/01/2023,1511.19,casado,cientista de dados,nan
Heitor Ferreira,,fortaleza,16/08/2019,1976.52,solteiro,gestor,nan
Ulisses Oliveira,,sao paulo,07/01/2018,2134.35,divorciado,cientista de dados,nan
Ulisses Pereira,11.0,manaus,31/03/2018,,divorciado,desenvolvedor,nan
Rita Rodrigues,38.0,belo  horizonte,18/07/2017,3937.49,casado,engenheiro de dados,nan
Paula Oliveira,,belo  horizonte,04/09/2017,6982.04,viuvo,gestor,nan
Fabio Ferreira,29.0,recife,10/08/2021,5051.33,divorciado,desenvolvedor,nan
Heitor Oliveira,45.0,belo  horizonte,24/02/2020,1802.88,casado,desenvolvedor,nan
Zeca Lima,43.0,fortaleza,10/03/2016,2694.44,casado,gestor,nan
Otavio Carvalho,23.0,salvador,22/01/2022,2264.27,solteiro,estagiario,nan
Yasmin Carvalho,41.0,sao paulo,04/03/2024,8218.66,solteiro,engenheiro de dados,nan
Eva Pereira,31.0,rio de janeiro,24/03/2022,4665.19,,cientista de dados,nan
Carla Carvalho,31.0,salvador,20/02/2019,2222.96,divorciado,engenheiro de dados,nan
Xavier Almeida,32.0,belo  horizonte,11/05/2024,2811.28,casado,cientista de dados,nan
Marta Almeida,17.0,fortaleza,30/03/2017,6389.82,solteiro,,nan
Fabio Carvalho,34.0,fortaleza,30/09/2016,6050.36,viuvo,estagiario,nan
Otavio Carvalho,37.0,,04/04/2020,4428.15,viuvo,gestor,nan
Zeca Silva,18.0,Recife,07/10/2022,,casado,estagiario,nan
Marta Oliveira,33.0,Manaus,17/10/2020,3875.36,casado,engenheiro de dados,nan
Bruno Ferreira,,Curitiba,04/03/2023,1148.82,,estagiario,nan
Marta Pereira,47.0,curitiba,27/06/2020,4081.58,solteiro,engenheiro de dados,nan
Heitor Santos,32.0,fortaleza,23/02/2023,2515.31,,estagiario,nan
Fabio Silva,44.0,curitiba,05/04/2016,1612.71,casado,estagiario,nan
Marta Almeida,37.0,Fortaleza,21/12/2015,2054.02,casado,cientista de dados,nan
Iris Ferreira,45.0,fortaleza,29/03/2021,5186.84,viuvo,estagiario,nan
Marta Silva,24.0,Belo Horizonte,21/12/2018,2066.65,viuvo,engenheiro de dados,nan
Otavio Pereira,22.0,belo  horizonte,17/05/2022,4123.81,solteiro,estagiario,nan
  SAULO CARVALHO  ,43.0,recife,21/01/2021,2790.98,viuvo,engenheiro de dados,nan
Iris Rodrigues,31.0,fortaleza,10/11/2022,2272.62,solteiro,engenheiro de dados,nan
Paula Ferreira,29.0,manaus,25/04/2019,3952.8,divorciado,cientista de dados,nan
  YASMIN OLIVEIRA  ,,rio de janeiro,06/11/2018,,solteiro,desenvolvedor,nan
Will Souza,40.0,curitiba,26/02/2018,1694.28,casado,,nan
Paula Ferreira,,Fortaleza,22/01/2019,4117.15,solteiro,engenheiro de dados,nan
Bruno Rodrigues,18.0,manaus,15/05/2015,2106.75,solteiro,engenheiro de dados,(11) 94360-2090
  IRIS SILVA  ,37.0,manaus,23/05/2022,5736.61,casado,estagiario,nan
Otavio Almeida,45.0,belo  horizonte,16/04/2020,4168.06,divorciado,estagiario,nan
Gabi Silva,36.0,belo  horizonte,04/01/2016,2110.0,solteiro,gestor,nan
Vera Pereira,42.0,salvador,02/10/2019,4055.23,casado,gestor,nan
Marta Carvalho,,recife,21/11/2024,2424.39,viuvo,estagiario,nan
Diego Lima,31.0,Sao Paulo,06/04/2025,2608.71,casado,desenvolvedor,nan
Leo Silva,41.0,curitiba,29/03/2017,12240.39,divorciado,analista,nan
Vera Santos,43.0,fortaleza,14/04/2022,2143.55,casado,engenheiro de dados,nan
Nina Almeida,40.0,curitiba,15/01/2017,3861.74,divorciado,cientista de dados,nan
Vera Almeida,26.0,manaus,12/11/2023,3133.64,solteiro,cientista de dados,nan
Rita Lima,40.0,curitiba,06/10/2023,2250.14,viuvo,desenvolvedor,nan
Yasmin Carvalho,39.0,,17/05/2022,2678.12,solteiro,estagiario,nan
Tania Almeida,28.0,Curitiba,12/12/2021,3280.7,solteiro,gestor,nan
Rita Carvalho,40.0,Salvador,07/03/2022,1851.48,solteiro,desenvolvedor,nan
Diego Almeida,33.0,sao paulo,25/04/2015,3895.54,casado,engenheiro de dados,nan
Heitor Souza,40.0,belo  horizonte,28/05/2024,8391.14,viuvo,engenheiro de dados,nan
Ulisses Santos,40.0,recife,15/01/2016,2993.59,solteiro,estagiario,(11) 97239-4288
Iris Almeida,21.0,,10/09/2018,3636.76,solteiro,desenvolvedor,nan
Eva Lima,43.0,salvador,24/06/2024,2093.33,viuvo,cientista de dados,nan
Eva Santos,43.0,salvador,21/08/2027,2588.54,casado,desenvolvedor,nan
Tania Santos,32.0,recife,20/11/2016,2370.25,divorciado,,nan
Xavier Pereira,28.0,Recife,29/06/2021,2255.3,casado,analista,nan
Leo Almeida,32.0,curitiba,29/10/2015,2986.92,casado,engenheiro de dados,nan
Diego Almeida,48.0,sao paulo,10/03/2025,1698.94,viuvo,cientista de dados,nan
Zeca Souza,41.0,rio de janeiro,17/06/2023,2108.55,casado,gestor,nan
Gabi Ferreira,39.0,sao paulo,16/08/2016,1745.9,viuvo,engenheiro de dados,nan
Nina Ferreira,43.0,recife,15/09/2023,3509.75,divorciado,estagiario,nan
Iris Almeida,44.0,,31/01/2022,3285.78,viuvo,gestor,nan
Ulisses Rodrigues,42.0,belo  horizonte,28/02/2020,3556.28,solteiro,estagiario,nan
Fabio Almeida,46.0,Curitiba,20/03/2016,5589.49,solteiro,gestor,nan
Vera Ferreira,60.0,,03/05/2015,2229.65,viuvo,gestor,nan
Rita Silva,26.0,salvador,21/04/2016,3080.68,solteiro,engenheiro de dados,nan
Heitor Silva,10.0,recife,12/03/2021,,casado,cientista de dados,nan
  KATIA SANTOS  ,,belo  horizonte,10/07/2020,5906.27,solteiro,gestor,nan
Katia Souza,36.0,curitiba,23/09/2019,5845.94,divorciado,gestor,nan
Xavier Pereira,37.0,sao paulo,07/06/2017,2472.72,casado,estagiario,nan
Gabi Lima,28.0,curitiba,26/09/2024,2023.42,,analista,nan
Paula Almeida,29.0,fortaleza,13/07/2020,1821.35,casado,engenheiro de dados,nan
Paula Carvalho,32.0,recife,13/05/2021,4693.44,solteiro,gestor,nan
Fabio Santos,43.0,curitiba,14/07/2023,3236.4,solteiro,analista,nan
Will Ferreira,33.0,salvador,23/02/2019,1962.57,,desenvolvedor,nan
Iris Rodrigues,36.0,recife,01/05/2017,3676.67,divorciado,estagiario,nan
Bruno Rodrigues,41.0,salvador,05/07/2025,1357.24,solteiro,analista,nan
Leo Carvalho,37.0,rio de janeiro,06/09/2020,1566.21,viuvo,gestor,nan
Xavier Silva,45.0,Manaus,13/06/2021,3375.36,solteiro,analista,nan
Will Lima,27.0,sao paulo,03/10/2023,,divorciado,gestor,nan
Marta Souza,28.0,belo  horizonte,10/03/2018,2008.91,solteiro,estagiario,(11) 95384-5677
Saulo Santos,39.0,rio de janeiro,21/07/2020,2698.57,divorciado,engenheiro de dados,nan
Vera Lima,48.0,manaus,24/09/2020,849.22,casado,gestor,nan
Bruno Pereira,50.0,salvador,08/02/2015,4880.41,viuvo,analista,nan
Eva Lima,45.0,salvador,12/07/2015,3424.26,viuvo,gestor,nan
Leo Silva,37.0,curitiba,21/09/2018,3740.72,casado,gestor,nan
Nina Pereira,38.0,belo  horizonte,10/06/2016,3018.3,viuvo,gestor,nan
Yasmin Souza,16.0,Rio De Janeiro,13/11/2018,3473.63,solteiro,cientista de dados,nan
Yasmin Rodrigues,,recife,29/04/2025,949.7,divorciado,cientista de dados,nan
Bruno Ferreira,,belo  horizonte,12/01/2022,6142.49,casado,desenvolvedor,nan
Eva Silva,26.0,belo  horizonte,26/12/2015,1326.6,casado,analista,nan
  IRIS CARVALHO  ,52.0,manaus,14/11/2019,2836.67,viuvo,cientista de dados,nan
Carla Almeida,26.0,recife,05/02/2023,2531.27,viuvo,desenvolvedor,nan
Iris Silva,46.0,Recife,29/11/2024,3981.71,divorciado,cientista de dados,nan
Vera Oliveira,47.0,Fortaleza,03/12/2020,2416.74,solteiro,estagiario,nan
Will Carvalho,28.0,recife,10/04/2020,1498.27,divorciado,gestor,nan
Ulisses Silva,33.0,fortaleza,29/01/2021,3784.69,solteiro,gestor,nan
  CARLA SANTOS  ,44.0,manaus,28/09/2021,8643.5,viuvo,cientista de dados,nan
Zeca Ferreira,37.0,,07/07/2019,1819.47,casado,analista,nan
  RITA FERREIRA  ,23.0,Curitiba,03/11/2024,,solteiro,gestor,nan
Saulo Pereira,42.0,Rio De Janeiro,12/02/2016,3346.66,divorciado,gestor,nan
Heitor Oliveira,38.0,curitiba,11/12/2020,2244.02,casado,cientista de dados,nan
Nina Rodrigues,0.0,salvador,11/03/2023,3134.14,casado,engenheiro de dados,nan
Rita Santos,34.0,salvador,05/05/2025,4092.38,casado,estagiario,nan
Nina Almeida,23.0,,06/06/2024,5112.64,solteiro,estagiario,nan
Carla Oliveira,24.0,recife,30/09/2024,2743.29,viuvo,analista,nan
Iris Santos,44.0,salvador,04/08/2016,4477.29,divorciado,cientista de dados,(11) 95976-8725
Iris Pereira,25.0,salvador,23/12/2015,3791.18,casado,gestor,nan
Katia Souza,23.0,rio de janeiro,04/04/2024,1739.61,solteiro,cientista de dados,nan
Will Santos,36.0,rio de janeiro,17/09/2018,3595.9,solteiro,engenheiro de dados,nan
Paula Souza,35.0,recife,27/11/2023,4229.7,viuvo,desenvolvedor,nan
Marta Santos,34.0,rio de janeiro,24/10/2021,,viuvo,gestor,nan
Diego Rodrigues,24.0,fortaleza,01/07/2025,4277.35,solteiro,engenheiro de dados,nan
Vera Ferreira,35.0,recife,06/06/2025,2134.81,,analista,nan
Fabio Silva,,salvador,08/08/2015,2829.6,divorciado,cientista de dados,nan
Carla Lima,18.0,fortaleza,07/09/2021,1667.37,casado,gestor,nan
Saulo Oliveira,33.0,belo  horizonte,05/05/2023,5097.32,casado,desenvolvedor,nan
Diego Silva,32.0,sao paulo,08/05/2019,2406.6,casado,estagiario,nan
Eva Rodrigues,36.0,sao paulo,06/08/2017,3629.38,viuvo,desenvolvedor,nan
Katia Pereira,28.0,fortaleza,29/03/2016,2607.28,viuvo,engenheiro de dados,nan
Zeca Santos,33.0,fortaleza,23/10/2020,6204.11,divorciado,desenvolvedor,nan
Eva Carvalho,43.0,belo  horizonte,27/03/2015,2692.87,viuvo,cientista de dados,nan
Yasmin Oliveira,31.0,salvador,15/04/2023,1433.34,viuvo,estagiario,nan
Eva Silva,26.0,Fortaleza,12/05/2015,2547.58,solteiro,analista,nan
Ulisses Oliveira,34.0,manaus,19/06/2020,3530.3,viuvo,,nan
Ulisses Oliveira,40.0,fortaleza,26/11/2015,2790.63,casado,gestor,nan
Katia Almeida,33.0,Rio De Janeiro,23/04/2025,2882.4,divorciado,gestor,nan
Diego Santos,46.0,curitiba,11/11/2017,1740.49,viuvo,gestor,nan
Saulo Almeida,51.0,belo  horizonte,05/02/2019,2339.91,divorciado,engenheiro de dados,nan
  BRUNO OLIVEIRA  ,20.0,rio de janeiro,11/05/2019,3650.47,casado,gestor,nan
Xavier Silva,33.0,fortaleza,01/06/2024,2863.79,solteiro,estagiario,nan
Yasmin Rodrigues,38.0,manaus,24/12/2019,3151.86,casado,analista,nan
Heitor Oliveira,45.0,manaus,06/10/2020,2742.65,viuvo,analista,nan
Katia Oliveira,26.0,curitiba,04/09/2015,2775.14,solteiro,desenvolvedor,(11) 97706-6085
  CARLA SANTOS  ,32.0,,17/06/2025,1429.81,casado,engenheiro de dados,nan
Xavier Oliveira,38.0,fortaleza,05/05/2020,2759.06,casado,analista,nan
Katia Carvalho,27.0,curitiba,06/03/2015,5276.49,viuvo,,nan
Will Almeida,38.0,belo  horizonte,14/10/2024,2750.24,solteiro,desenvolvedor,nan
Paula Santos,26.0,salvador,10/09/2019,4497.63,viuvo,cientista de dados,nan
Vera Ferreira,32.0,belo  horizonte,23/08/2024,5459.88,solteiro,engenheiro de dados,nan
Eva Pereira,36.0,Curitiba,30/05/2015,3725.37,solteiro,,nan
Eva Lima,30.0,manaus,14/10/2022,3860.84,divorciado,cientista de dados,nan
Heitor Santos,33.0,salvador,03/08/2021,1929.89,,engenheiro de dados,nan
Paula Rodrigues,40.0,belo  horizonte,06/02/2016,2691.93,divorciado,desenvolvedor,nan
Otavio Ferreira,32.0,manaus,15/08/2021,3746.23,casado,cientista de dados,nan
Vera Lima,31.0,rio de janeiro,13/10/2024,2171.67,divorciado,estagiario,nan
Ana Lima,30.0,manaus,25/04/2016,3245.38,viuvo,estagiario,nan
Vera Oliveira,,recife,07/05/2018,5902.91,solteiro,analista,nan
Tania Souza,53.0,sao paulo,11/12/2021,4617.48,viuvo,engenheiro de dados,nan
Heitor Almeida,27.0,fortaleza,26/07/2022,3251.85,viuvo,engenheiro de dados,nan
Carla Souza,,salvador,11/01/2015,918.59,solteiro,gestor,nan
Katia Souza,47.0,curitiba,15/02/2015,2493.38,divorciado,estagiario,nan
  PAULA OLIVEIRA  ,36.0,Curitiba,14/03/2016,3524.76,solteiro,cientista de dados,nan
Diego Silva,44.0,Manaus,24/02/2021,1300.18,divorciado,gestor,nan
Gabi Souza,35.0,Sao Paulo,30/10/2018,4022.26,casado,,nan
Eva Souza,32.0,rio de janeiro,10/08/2019,1419.42,divorciado,gestor,nan
Zeca Carvalho,39.0,fortaleza,25/12/2016,7777.52,viuvo,estagiario,nan
Nina Lima,44.0,manaus,29/02/2020,1919.48,divorciado,cientista de dados,nan
Bruno Rodrigues,40.0,Recife,12/05/2015,5339.87,divorciado,cientista de dados,nan
Saulo Ferreira,22.0,manaus,09/06/2023,2321.73,solteiro,analista,nan
Carla Almeida,32.0,rio de janeiro,16/10/2020,5090.92,divorciado,gestor,nan
Rita Silva,40.0,belo  horizonte,12/01/2015,5691.02,viuvo,gestor,nan
Eva Souza,47.0,Belo Horizonte,26/04/2017,,casado,desenvolvedor,nan
Yasmin Oliveira,26.0,salvador,02/09/2019,3693.58,divorciado,engenheiro de dados,nan
Otavio Carvalho,30.0,recife,12/11/2020,2354.24,viuvo,analista,nan
Katia Lima,41.0,fortaleza,29/07/2019,3357.41,viuvo,desenvolvedor,nan
Otavio Silva,33.0,fortaleza,26/05/2015,4400.01,divorciado,cientista de dados,nan
Nina Rodrigues,34.0,belo  horizonte,13/07/2021,3932.41,casado,desenvolvedor,nan
Yasmin Santos,54.0,recife,04/11/2019,1833.42,divorciado,estagiario,nan
Saulo Carvalho,44.0,curitiba,07/02/2017,2087.93,casado,cientista de dados,nan
Ana Santos,33.0,rio de janeiro,16/07/2023,2819.82,divorciado,desenvolvedor,nan
Tania Almeida,33.0,sao paulo,12/10/2022,2639.04,solteiro,estagiario,nan
Leo Almeida,27.0,recife,29/03/2018,2078.03,viuvo,estagiario,nan
Bruno Silva,37.0,manaus,04/12/2020,3425.4,,,nan
  ZECA FERREIRA  ,29.0,sao paulo,31/10/2024,6241.88,casado,cientista de dados,nan
Yasmin Santos,43.0,rio de janeiro,24/11/2023,3505.04,viuvo,desenvolvedor,nan
Eva Santos,,belo  horizonte,11/01/2020,9679.73,solteiro,engenheiro de dados,nan
Joao Oliveira,29.0,manaus,01/09/2021,,divorciado,cientista de dados,nan
Fabio Souza,45.0,belo  horizonte,16/03/2020,2000.32,solteiro,,(11) 92919-7864
Yasmin Pereira,26.0,belo  horizonte,22/08/2023,5651.83,casado,engenheiro de dados,nan
Vera Santos,35.0,fortaleza,11/03/2016,1381.73,viuvo,engenheiro de dados,nan
Rita Silva,45.0,fortaleza,02/07/2016,1107.66,viuvo,cientista de dados,nan
Ana Lima,40.0,belo  horizonte,14/07/2015,5904.19,solteiro,cientista de dados,nan
  GABI OLIVEIRA  ,34.0,Recife,23/01/2023,3926.24,,desenvolvedor,nan
Tania Lima,50.0,curitiba,27/05/2016,5055.2,solteiro,estagiario,nan
Carla Souza,34.0,Fortaleza,19/06/2020,5893.03,viuvo,gestor,nan
Otavio Rodrigues,29.0,rio de janeiro,12/07/2021,3052.0,casado,gestor,nan
Vera Santos,34.0,manaus,02/10/2018,2298.47,viuvo,estagiario,nan
Eva Rodrigues,41.0,Belo Horizonte,26/11/2018,,divorciado,engenheiro de dados,nan
Carla Carvalho,16.0,curitiba,14/03/2022,3947.84,divorciado,estagiario,nan
Diego Lima,47.0,manaus,21/06/2016,2425.27,casado,estagiario,nan
Tania Silva,14.0,sao paulo,27/09/2021,6493.61,,analista,nan
Diego Almeida,40.0,recife,25/01/2016,3226.37,divorciado,gestor,nan
  CARLA PEREIRA  ,34.0,Recife,17/03/2020,2050.45,viuvo,engenheiro de dados,nan
Marta Santos,29.0,sao paulo,03/04/2016,2398.93,divorciado,estagiario,nan
Joao Souza,,belo  horizonte,28/08/2016,3167.47,casado,analista,nan
Heitor Almeida,31.0,fortaleza,09/01/2017,3843.54,casado,cientista de dados,nan
Ana Lima,37.0,belo  horizonte,06/12/2024,3361.72,divorciado,estagiario,nan
  RITA SANTOS  ,53.0,recife,19/05/2015,2506.14,divorciado,analista,nan
Katia Carvalho,27.0,belo  horizonte,31/03/2015,6536.84,viuvo,gestor,nan
Leo Ferreira,20.0,,04/04/2017,1278.08,viuvo,,nan
Leo Lima,38.0,belo  horizonte,13/01/2017,3429.02,solteiro,analista,nan
Eva Oliveira,50.0,fortaleza,09/11/2022,3120.28,casado,estagiario,nan
Yasmin Lima,37.0,sao paulo,06/05/2015,3785.3,solteiro,engenheiro de dados,nan
Yasmin Pereira,35.0,salvador,23/12/2020,5171.95,divorciado,analista,nan
Katia Rodrigues,41.0,belo  horizonte,10/12/2022,2327.51,solteiro,engenheiro de dados,nan
Zeca Lima,18.0,recife,14/03/2020,,solteiro,gestor,nan
  ZECA LIMA  ,28.0,Fortaleza,25/05/2019,4640.66,solteiro,cientista de dados,nan
  JOAO FERREIRA  ,33.0,recife,24/01/2015,10678.39,divorciado,engenheiro de dados,nan
Will Oliveira,34.0,salvador,13/06/2025,2532.3,solteiro,estagiario,nan
Rita Santos,34.0,recife,28/05/2018,3074.28,viuvo,desenvolvedor,nan
Vera Almeida,36.0,salvador,04/11/2015,1902.77,solteiro,gestor,nan
Marta Oliveira,20.0,manaus,24/03/2025,2310.24,viuvo,gestor,nan
Vera Rodrigues,57.0,fortaleza,18/07/2025,1525.42,viuvo,cientista de dados,nan
Paula Silva,34.0,Fortaleza,21/06/2022,1302.96,casado,engenheiro de dados,nan
Marta Lima,44.0,manaus,11/06/2020,,solteiro,engenheiro de dados,nan
Diego Pereira,20.0,belo  horizonte,28/12/2015,3801.95,casado,desenvolvedor,nan
Heitor Oliveira,40.0,fortaleza,20/02/2022,2089.76,solteiro,analista,nan
Otavio Rodrigues,37.0,Sao Paulo,17/08/2016,3483.99,casado,gestor,nan
Tania Ferreira,33.0,Sao Paulo,12/02/2016,2237.83,casado,engenheiro de dados,nan
Ulisses Carvalho,44.0,rio de janeiro,29/11/2017,6928.66,solteiro,analista,nan
Iris Lima,44.0,Curitiba,21/06/2018,1974.77,divorciado,engenheiro de dados,nan
Leo Oliveira,29.0,curitiba,19/08/2015,1957.27,,estagiario,nan
Ulisses Ferreira,33.0,manaus,19/05/2023,985.41,casado,cientista de dados,nan
Saulo Almeida,42.0,recife,27/11/2023,2676.83,solteiro,gestor,nan
Diego Lima,,recife,13/08/2024,5695.12,casado,analista,nan
Paula Carvalho,38.0,curitiba,16/09/2023,6583.2,solteiro,cientista de dados,nan
Iris Carvalho,38.0,rio de janeiro,12/07/2024,20059.92,solteiro,desenvolvedor,nan
Tania Pereira,23.0,salvador,15/05/2015,1722.62,divorciado,estagiario,nan
Carla Almeida,33.0,manaus,11/02/2018,2473.99,viuvo,estagiario,nan
Otavio Souza,33.0,curitiba,21/06/2023,8178.85,divorciado,analista,nan
Otavio Silva,38.0,belo  horizonte,15/01/2024,5639.84,casado,estagiario,nan
Saulo Carvalho,41.0,recife,17/11/2018,1826.01,viuvo,engenheiro de dados,nan
Joao Souza,34.0,rio de janeiro,25/09/2022,4036.87,casado,desenvolvedor,nan
Saulo Silva,31.0,salvador,23/09/2024,,casado,estagiario,nan
Ulisses Oliveira,59.0,curitiba,25/11/2023,2022.96,solteiro,desenvolvedor,nan
Zeca Santos,25.0,manaus,16/05/2021,2947.14,viuvo,gestor,nan
Ana Ferreira,39.0,belo  horizonte,06/08/2022,4617.22,casado,engenheiro de dados,nan
Fabio Carvalho,31.0,curitiba,16/10/2015,2773.16,solteiro,desenvolvedor,nan
Bruno Ferreira,15.0,fortaleza,01/04/2019,4248.1,solteiro,desenvolvedor,nan
Tania Pereira,21.0,salvador,31/05/2025,3325.5,divorciado,desenvolvedor,nan
Paula Lima,48.0,rio de janeiro,13/04/2016,3647.35,divorciado,cientista de dados,nan
Saulo Oliveira,34.0,rio de janeiro,12/09/2016,1817.45,casado,desenvolvedor,nan
Ulisses Almeida,,Sao Paulo,17/01/2022,2608.71,viuvo,estagiario,nan
Marta Lima,29.0,sao paulo,16/05/2015,3866.71,casado,,nan
Rita Ferreira,34.0,Fortaleza,27/08/2027,15580.8,solteiro,desenvolvedor,nan
  BRUNO ALMEIDA  ,32.0,belo  horizonte,25/09/2015,6120.41,divorciado,analista,nan
Nina Silva,37.0,Recife,31/10/2024,3815.71,casado,engenheiro de dados,nan
Otavio Santos,34.0,recife,07/11/2015,4089.48,casado,desenvolvedor,nan
Heitor Santos,40.0,salvador,26/11/2021,1722.8,viuvo,engenheiro de dados,nan
  BRUNO FERREIRA  ,29.0,recife,21/02/2019,1937.51,viuvo,engenheiro de dados,nan
Zeca Lima,40.0,curitiba,01/02/2017,1358.92,divorciado,analista,nan
Gabi Pereira,25.0,rio de janeiro,18/06/2016,2314.59,viuvo,desenvolvedor,nan
Heitor Silva,31.0,Rio De Janeiro,20/10/2024,2179.11,divorciado,estagiario,nan
Yasmin Pereira,41.0,Rio De Janeiro,16/07/2015,5939.85,casado,estagiario,nan
Paula Lima,31.0,manaus,23/06/2016,2516.67,casado,estagiario,nan
Heitor Lima,45.0,sao paulo,20/01/2020,4261.05,solteiro,desenvolvedor,nan
Katia Pereira,29.0,recife,27/03/2020,4726.33,viuvo,cientista de dados,nan
Saulo Lima,31.0,rio de janeiro,29/04/2023,3400.06,solteiro,analista,nan
Fabio Almeida,18.0,rio de janeiro,09/04/2016,2679.71,divorciado,cientista de dados,nan
Paula Souza,45.0,curitiba,17/07/2025,2726.33,casado,desenvolvedor,nan
Will Almeida,42.0,rio de janeiro,04/12/2022,3450.84,viuvo,desenvolvedor,(11) 94670-6972
  YASMIN FERREIRA  ,48.0,Recife,02/02/2022,3099.67,casado,gestor,nan
Gabi Ferreira,10.0,fortaleza,12/05/2020,2697.46,divorciado,gestor,nan
Iris Rodrigues,34.0,fortaleza,17/07/2016,,casado,cientista de dados,nan
Nina Ferreira,38.0,manaus,04/05/2023,1579.44,solteiro,gestor,nan
Otavio Lima,39.0,salvador,25/09/2019,2658.12,viuvo,analista,nan
Will Pereira,32.0,manaus,02/12/2024,1958.21,casado,analista,nan
  RITA OLIVEIRA  ,32.0,recife,04/11/2016,2270.62,divorciado,gestor,nan
Iris Lima,41.0,Fortaleza,15/06/2020,1733.45,solteiro,analista,nan
Carla Rodrigues,41.0,rio de janeiro,11/10/2016,3819.89,divorciado,cientista de dados,nan
Tania Almeida,38.0,manaus,16/08/2016,2120.31,solteiro,engenheiro de dados,nan
Diego Pereira,34.0,manaus,07/03/2018,4278.08,solteiro,analista,nan
Zeca Lima,35.0,manaus,28/03/2015,2743.58,casado,,nan
Carla Pereira,31.0,,03/08/2020,1693.95,casado,cientista de dados,nan
Nina Lima,45.0,manaus,21/05/2018,1977.63,casado,gestor,nan
Marta Lima,28.0,curitiba,09/10/2018,1248.65,solteiro,desenvolvedor,nan
Otavio Lima,33.0,curitiba,15/05/2019,2727.27,divorciado,estagiario,nan
Xavier Carvalho,40.0,sao paulo,01/09/2024,1692.92,divorciado,estagiario,nan
Eva Rodrigues,36.0,recife,15/11/2023,2756.55,viuvo,,nan
Bruno Souza,22.0,manaus,27/11/2021,2412.35,viuvo,cientista de dados,nan
Katia Silva,38.0,manaus,14/11/2027,2011.12,viuvo,cientista de dados,nan
Otavio Oliveira,54.0,salvador,20/09/2024,2813.47,divorciado,desenvolvedor,nan
Rita Pereira,36.0,Recife,10/03/2016,2052.91,solteiro,engenheiro de dados,nan
Zeca Pereira,47.0,sao paulo,26/06/2018,4820.98,viuvo,estagiario,nan
Saulo Pereira,38.0,,30/12/2018,3632.14,viuvo,analista,nan
Ana Souza,37.0,salvador,11/10/2018,1725.48,solteiro,gestor,nan
Heitor Oliveira,16.0,salvador,26/12/2019,2483.36,viuvo,cientista de dados,nan
Paula Carvalho,,salvador,24/06/2019,5063.36,divorciado,cientista de dados,nan
Iris Pereira,37.0,belo  horizonte,22/01/2016,2422.14,casado,gestor,nan
Katia Almeida,43.0,Belo Horizonte,17/11/2020,2030.98,solteiro,desenvolvedor,nan
Joao Lima,14.0,curitiba,09/12/2019,1538.5,casado,gestor,nan
  CARLA CARVALHO  ,52.0,salvador,07/02/2022,,divorciado,cientista de dados,nan
Diego Oliveira,42.0,fortaleza,10/09/2015,3753.07,viuvo,engenheiro de dados,nan
Fabio Pereira,27.0,salvador,30/04/2015,2810.69,viuvo,engenheiro de dados,nan
Tania Oliveira,,salvador,17/07/2022,3620.39,solteiro,analista,nan
Yasmin Lima,46.0,belo  horizonte,14/12/2017,886.63,divorciado,cientista de dados,(11) 92960-1683
Ana Rodrigues,38.0,recife,09/02/2017,4097.14,viuvo,analista,nan
Will Oliveira,33.0,fortaleza,30/10/2020,,solteiro,gestor,nan
Vera Carvalho,32.0,manaus,10/07/2022,2943.81,casado,desenvolvedor,nan
Vera Oliveira,41.0,Belo Horizonte,09/03/2020,1416.1,viuvo,engenheiro de dados,nan
Vera Ferreira,13.0,fortaleza,20/09/2017,1736.69,casado,desenvolvedor,nan
Carla Carvalho,34.0,recife,07/10/2016,3096.56,divorciado,estagiario,nan
Katia Santos,39.0,salvador,31/10/2023,2990.21,divorciado,desenvolvedor,(11) 96168-3863
Fabio Souza,41.0,salvador,25/12/2023,3529.89,,cientista de dados,nan
  LEO OLIVEIRA  ,52.0,manaus,22/10/2022,5448.46,casado,engenheiro de dados,nan
Carla Almeida,35.0,sao paulo,23/05/2024,1054.94,divorciado,estagiario,nan
Vera Lima,49.0,salvador,12/03/2019,4626.74,viuvo,gestor,nan
Bruno Pereira,32.0,manaus,08/04/2017,2769.47,divorciado,gestor,nan
Zeca Rodrigues,25.0,rio de janeiro,23/12/2016,2974.41,casado,cientista de dados,nan
Otavio Rodrigues,,belo  horizonte,23/11/2019,2417.31,viuvo,gestor,nan
